,Title,Event_Date,Latitude,Longitude,ZIP
1680,Pickleball at Independence,2025-04-15 09:30:00,41.9529315,-87.7247755,60618.0
1681,Pickleball - Open at McFetridge,2025-04-15 13:00:00,41.9517076,-87.6970874,60618.0
1682,Learn to Swim at Kosciuszko,2025-04-15 16:30:00,41.9315116,-87.7237361,60647.0
1683,Sports Conditioning at Veteran's Memorial,2025-04-15 15:15:00,41.7176475,-87.5558444,60617.0
1684,Aquatic Exercise III - High Impact at Don Nash,2025-04-15 10:30:00,41.7657913,-87.5798235,60649.0
1685,Veterans Tennis at McKinley,2025-04-15 10:00:00,41.8237382,-87.6824446,60609.0
1686,Learn to Swim at Portage,2025-04-15 12:00:00,41.955369,-87.7635893,60641.0
1687,Chicago's First Responder Yoga at Oriole,2025-04-15 10:00:00,41.9782824,-87.8144555,60656.0
1688,Twinkle Stars Gymnastics at Broadway Gymnastics,2025-04-15 13:30:00,41.9892661,-87.6597274,60660.0
1689,Tai Chi at Kosciuszko,2025-04-15 18:45:00,41.9315116,-87.7237361,60647.0
1690,TEAM Sports at McGuane,2025-04-15 17:00:00,41.8411442,-87.6485994,60608.0
1691,Basketball - Open at Jesse White,2025-04-15 12:30:00,41.8969783,-87.6392599,60654.0
1692,Parent & Tot Gymnastics at Wrightwood,2025-04-15 12:00:00,41.928224,-87.6667052,60614.0
1693,Boys Gymnastics Lev. 3 - 4 at Morgan Park SC,2025-04-15 17:00:00,41.6836435,-87.6804633,60647.0
1694,Tiny Tot Swim - Level I at Fosco,2025-04-15 10:00:00,41.8649039,-87.6577277,60608.0
1695,Aquatic Exercise III - High Impact at Harris,2025-04-15 18:00:00,41.7819343,-87.604879,60637.0
1696,Pool Egg Hunt at Mann,2025-04-15 18:30:00,41.659128,-87.5490374,60633.0
1697,Basketball - Open at Addams,2025-04-15 07:00:00,41.8623915,-87.6615673,60608.0
1698,Basketball Skills at Nichols,2025-04-15 18:30:00,41.7973388,-87.5940289,60615.0
1699,Park Kids - Fall Winter Spring at Tuley,2025-04-15 14:30:00,41.7301281,-87.6112026,60619.0
1700,Pickleball - Open at Addams,2025-04-15 10:00:00,41.8623915,-87.6615673,60608.0
1701,Pom Poms at West Pullman,2025-04-15 17:45:00,41.6700406,-87.6320972,60628.0
1702,Teen Center Grand Opening at Fuller,2025-04-15 12:00:00,41.8122536,-87.6346084,60609.0
1703,Archery at Gompers,2025-04-15 16:15:00,41.975816,-87.734386,60630.0
1704,Indoor Tennis League 4.0 Singles at McFetridge,2025-04-15 12:00:00,41.9517076,-87.6970874,60618.0
1705,Aquatic Exercise II - Low Impact at Mann,2025-04-15 18:30:00,41.659128,-87.5490374,60633.0
1706,Tiny Tot Tumbling at Margate,2025-04-15 12:00:00,41.972088,-87.6497743,60640.0
1707,Little Artists at Dunham,2025-04-15 09:00:00,41.965869,-87.78234,60630.0
1708,Photography - Film at Revere,2025-04-15 18:30:00,41.9536443,-87.692032,60618.0
1709,Pre-Teen Club at Kedvale,2025-04-15 15:45:00,41.9063811,-87.7302478,60651.0
1710,Go Run Chicago at Jackson,2025-04-15 09:00:00,41.7787728,-87.5856256,60637.0
1711,Basketball - Open at Anderson,2025-04-15 17:30:00,41.82680324,-87.62046218,60653.0
1712,Music Partnership at Wicker,2025-04-15 10:30:00,41.9080486,-87.676738,60622.0
1713,Tumbling Lev. 1 - 2 at Shabbona Gymnastics,2025-04-15 14:15:00,41.9439621,-87.79963927,60634.0
1714,Group Training at Don Nash,2025-04-15 11:00:00,41.7657913,-87.5798235,60649.0
1715,Stick & Puck at Morgan Park SC,2025-04-15 08:10:00,41.6836435,-87.6804633,60647.0
1716,USAG Boys Team Gymnastics Compulsory at Morgan Park SC,2025-04-15 17:30:00,41.6836435,-87.6804633,60647.0
1717,Windy City Hoops-Basketball at Carver,2025-04-15 17:30:00,41.6559204,-87.5988761,60827.0
1718,Cheerleading - Recreational at Tilton,2025-04-15 17:00:00,41.8842896,-87.7394384,60624.0
1719,Tennis Lessons: Level 4 at McFetridge,2025-04-15 21:00:00,41.9517076,-87.6970874,60618.0
1720,Fun and Games at Bessemer,2025-04-15 15:30:00,41.7330945,-87.5555985,60617.0
1721,Play School at Gompers,2025-04-15 10:00:00,41.975816,-87.734386,60630.0
1722,"Moms, Pops & Tots Interaction at Pasteur",2025-04-15 09:30:00,41.7871479,-87.7324652,60629.0
1723,Chair Exercise at Trumbull,2025-04-15 09:30:00,41.7056963,-87.5644536,60617.0
1724,Special Rec Specialties (Special Rec) at Columbus,2025-04-15 14:00:00,41.8737893,-87.7649613,60644.0
1725,Boys Gymnastics Lev. 1 at Morgan Park SC,2025-04-15 18:00:00,41.6836435,-87.6804633,60647.0
1726,Learn to Swim at Fernwood,2025-04-15 10:00:00,41.7042165,-87.6383391,60628.0
1727,Dodgeball at Hamlin,2025-04-15 16:00:00,41.9370863,-87.6805212,60618.0
1728,Summer Camp at Addams,2025-04-15 09:00:00,41.8623915,-87.6615673,60608.0
1729,Cardio Tennis Partnership at Kilbourn,2025-04-15 07:30:00,41.9440726,-87.7389875,60641.0
1730,Park Kids - Spring at Madigan,2025-04-15 15:00:00,41.7706659,-87.7399087,60629.0
1731,Mens Basketball - Open at Olympia,2025-04-15 18:30:00,41.9993796,-87.8151339,60631.0
1732,Football at Carver,2025-04-15 15:30:00,41.6559204,-87.5988761,60827.0
1733,Strength & Conditioning at Eckhart,2025-04-15 14:00:00,41.8966275,-87.6614189,60642.0
1734,Walking Club at Dunham,2025-04-15 14:00:00,41.965869,-87.78234,60630.0
1735,Cheerleading - Recreational at Cornell Square,2025-04-15 16:00:00,41.80239863,-87.6710701,60609.0
1736,Tiny Tot Swim - Level II at Gill,2025-04-15 13:00:00,41.95245315,-87.65034735,60613.0
1737,Woodcraft at Merrimac,2025-04-15 13:30:00,41.9526427,-87.7851891,60634.0
1738,Lap Swim at Eckhart,2025-04-15 09:00:00,41.8966275,-87.6614189,60642.0
1739,May in Motion: Lower Body Burnout at Tuley,2025-04-15 18:00:00,41.7301281,-87.6112026,60619.0
1740,Go Run Chicago at Horner,2025-04-15 09:00:00,41.960554,-87.6977103,60618.0
1741,Twinkle Stars Gymnastics at Morgan Park SC,2025-04-15 09:00:00,41.6836435,-87.6804633,60647.0
1742,Basketball - Open at Rainbow Beach,2025-04-15 18:00:00,41.757927,-87.5481995,60649.0
1743,Dance - Tap - Adult at McFetridge,2025-04-15 19:30:00,41.9517076,-87.6970874,60618.0
1744,Volleyball at Dvorak,2025-04-15 16:00:00,41.855021,-87.6539074,60608.0
1745,Rat Hockey at McFetridge,2025-04-15 10:00:00,41.9517076,-87.6970874,60618.0
1746,Mens Indoor Tennis League 3.5 Singles at McFetridge,2025-04-15 22:00:00,41.9517076,-87.6970874,60618.0
1747,Baseball - Cubs Rookie League at Brainerd,2025-04-15 17:00:00,41.7270772,-87.654913,60620.0
1748,Leadership Camp at Smith Playlot,2025-04-15 15:00:00,41.7139008,-87.6312282,60628.0
1749,Special Olympics Powerlifting at Loyola,2025-04-15 18:30:00,42.0108499,-87.6616126,60626.0
1750,Nature Fun at Calumet,2025-04-15 15:30:00,41.7178298,-87.5306437,60617.0
1751,Learn to Swim (Home School) at Independence,2025-04-15 11:00:00,41.9529315,-87.7247755,60618.0
1752,Park Kids - Fall Winter Spring at Nichols,2025-04-15 15:15:00,41.7973388,-87.5940289,60615.0
1753,Tennis Lessons: Level 2 at McFetridge,2025-04-15 10:00:00,41.9517076,-87.6970874,60618.0
1754,Pickleball - Drills and Skills - Intermediate at McFetridge,2025-04-15 10:00:00,41.9517076,-87.6970874,60618.0
1755,Special Olympics Seasonal Sports/Fun and Games at McGuane,2025-04-15 10:00:00,41.8411442,-87.6485994,60608.0
1756,Girls Gymnastics Lev. 2 at Morgan Park SC,2025-04-15 17:00:00,41.6836435,-87.6804633,60647.0
1757,Mighty Munchkins at Hamlin,2025-04-15 12:30:00,41.9370863,-87.6805212,60618.0
1758,Seasonal Sports at Dvorak,2025-04-15 17:00:00,41.855021,-87.6539074,60608.0
1759,Dance - Mini Poms at Morgan Park SC,2025-04-15 16:00:00,41.6836435,-87.6804633,60647.0
1760,Mixed Media Arts at Humboldt,2025-04-15 16:00:00,41.907065,-87.7030079,60622.0
1761,Tot Spot at Sauganash,2025-04-15 09:00:00,41.9882037,-87.7372685,60646.0
1762,Basketball - Open at Rutherford Sayre,2025-04-15 18:00:00,41.9208169,-87.7971244,60707.0
1763,Baseball Skills at Wolfe,2025-04-15 16:30:00,41.6989501,-87.5431203,60617.0
1764,Ice Skating - Snowplow Sam 4 at Morgan Park SC,2025-04-15 13:30:00,41.6836435,-87.6804633,60647.0
1765,Dance at Lincoln,2025-04-15 12:00:00,41.9196663,-87.63585178,60610.0
1766,Nature Fun at Edison,2025-04-15 14:45:00,42.00404685,-87.81758738,60631.0
1767,Pickleball - Open at Scottsdale,2025-04-15 10:00:00,41.741719,-87.7360673,60652.0
1768,Drawing & Painting at Shabbona,2025-04-15 13:00:00,41.9450449,-87.799699,60634.0
1769,Girls USAG Team Gymnastics Xcel at McKinley Gymnastics,2025-04-15 16:45:00,41.8237382,-87.6824446,60609.0
1770,"Moms, Pops & Tots Music at Sheil",2025-04-15 09:45:00,41.9456861,-87.663664,60657.0
1771,Boys Gymnastics Lev. 2 - 3 at Peterson Gymnastics,2025-04-15 16:45:00,41.9861619,-87.7267919,60611.0
1772,Parent & Tot Gymnastics at Morgan Park SC,2025-04-15 10:00:00,41.6836435,-87.6804633,60647.0
1773,Seasonal Sports Club at Russell Square,2025-04-15 16:30:00,41.7443673,-87.5497971,60617.0
1774,Ice Skating - Freestyle Ice (Studio Rink) at McFetridge,2025-04-15 08:15:00,41.9517076,-87.6970874,60618.0
1775,Recreational Tumbling at Norwood,2025-04-15 16:30:00,41.9865856,-87.7934711,60631.0
1776,Recreational Tumbling at Blackhawk,2025-04-15 16:45:00,41.9228706,-87.7516003,60639.0
1777,Track & Field (ASMG) - Open at Gately,2025-04-15 16:00:00,41.70851588,-87.60317802,60628.0
1778,Sensory Egg Hunt at Mt. Greenwood,2025-04-15 10:00:00,41.6910646,-87.7137371,60655.0
1779,Soccer at Bogan,2025-04-15 16:30:00,41.7487643,-87.7206719,60652.0
1780,Basketball - Open at Union,2025-04-15 12:30:00,41.8851181,-87.6660855,60607.0
1781,Piano - Group - Beginner at Portage,2025-04-15 16:00:00,41.955369,-87.7635893,60641.0
1782,Walking Club at Sherwood,2025-04-15 10:30:00,41.7905907,-87.6340628,60621.0
1783,Learn to Swim at Homan Square,2025-04-15 18:00:00,41.8693788,-87.7144908,60624.0
1784,Pickleball - Open at Addams,2025-04-15 10:00:00,41.8623915,-87.6615673,60608.0
1785,Ice Hockey - Learn to Skate Level 1 at McFetridge,2025-04-15 17:30:00,41.9517076,-87.6970874,60618.0
1786,Dance - Hip Hop at Stanton,2025-04-15 17:00:00,41.9050867,-87.6446463,60610.0
1787,Pilates at Chicago Women's,2025-04-15 17:00:00,41.85770585,-87.62200394,60616.0
1788,Fun and Games at River,2025-04-15 15:30:00,41.9739812,-87.7019591,60611.0
1789,Yoga Partnership at Holstein,2025-04-15 10:15:00,41.9216453,-87.6850872,60647.0
1790,Basketball - Open at Mandrake,2025-04-15 11:30:00,41.8234676,-87.6069252,60653.0
1791,Junior Detectives at Edison,2025-04-15 14:45:00,42.00404685,-87.81758738,60631.0
1792,Strength & Conditioning at Wentworth,2025-04-15 19:00:00,41.7902142,-87.7790243,60638.0
1793,Boot Camp at Wentworth,2025-04-15 18:00:00,41.7902142,-87.7790243,60638.0
1794,Stick & Puck at Morgan Park SC,2025-04-15 14:10:00,41.6836435,-87.6804633,60647.0
1795,T-Ball at Pulaski,2025-04-15 09:30:00,41.9067683,-87.6633132,60642.0
1796,Animal Explorers at Athletic Field,2025-04-15 13:00:00,41.9467205,-87.7169804,60618.0
1797,Drawing at Wilson (Frank J.),2025-04-15 16:30:00,41.96451,-87.7586122,60630.0
1798,Twinkle Stars Gymnastics at Garfield Gymnastics,2025-04-15 16:15:00,41.88290678,-87.71596961,60624.0
1799,Kiddie College - Spring at Holstein,2025-04-15 10:30:00,41.9216453,-87.6850872,60647.0
1800,Open Swim at Austin Town Hall,2025-04-15 14:00:00,41.8882977,-87.7658014,60644.0
1801,Kiddie College - Spring at Dunham,2025-04-15 09:00:00,41.965869,-87.78234,60630.0
1802,Earth Day Park Clean Up at River,2025-04-15 09:00:00,41.9739812,-87.7019591,60611.0
1803,Pickleball - Open at Horner,2025-04-15 19:30:00,41.960554,-87.6977103,60618.0
1804,Stick & Puck at Morgan Park SC,2025-04-15 14:10:00,41.6836435,-87.6804633,60647.0
1805,Sneaker Ball at La Follette,2025-04-15 16:00:00,41.9053144,-87.7552631,60651.0
1806,Soccer League at Hiawatha,2025-04-15 17:30:00,41.9438018,-87.8261207,60634.0
1807,Aquatic Exercise II - Low Impact at Welles,2025-04-15 09:00:00,41.9628085,-87.6863871,60625.0
1808,Track & Field (ASMG) - Open at Gately,2025-04-15 07:00:00,41.70851588,-87.60317802,60628.0
1809,Storytime at Ping Tom,2025-04-15 15:30:00,41.8591184,-87.6325964,60616.0
1810,Teen Placemaking at NPV,2025-04-15 12:30:00,41.98801757,-87.72430658,60646.0
1811,Adult Swim at Carver,2025-04-15 12:00:00,41.6559204,-87.5988761,60827.0
1812,Girls Basketball - Open at Chase,2025-04-15 18:00:00,41.96767541,-87.66893158,60640.0
1813,Indoor Tennis League 3.5 Singles at McFetridge,2025-04-15 12:00:00,41.9517076,-87.6970874,60618.0
1814,Meditation at Haas,2025-04-15 10:30:00,41.925156,-87.6952824,60647.0
1815,Kids Martial Arts & Self Defense - Level 2 at Morgan Park SC,2025-04-15 11:00:00,41.6836435,-87.6804633,60647.0
1816,Quilting at Amundsen,2025-04-15 11:00:00,41.9140216,-87.6976256,60639.0
1817,Pickleball - Open at Minuteman,2025-04-15 09:30:00,41.78416,-87.762312,60638.0
1818,Mixed Media Arts at La Follette,2025-04-15 10:00:00,41.9053144,-87.7552631,60651.0
1819,Basketball at Sauganash,2025-04-15 16:15:00,41.9882037,-87.7372685,60646.0
1820,Gardening at Mt. Greenwood,2025-04-15 15:30:00,41.6910646,-87.7137371,60655.0
1821,Ice Skating - Pre-Alpha at McFetridge,2025-04-15 17:15:00,41.9517076,-87.6970874,60618.0
1822,"Drawing, Painting, and Ceramics at Lincoln",2025-04-15 16:00:00,41.9196663,-87.63585178,60610.0
1823,Fun and Games at Harrison,2025-04-15 12:30:00,41.8570523,-87.6718838,60608.0
1824,Summer Camp at Addams,2025-04-15 09:00:00,41.8623915,-87.6615673,60608.0
1825,Tiny Tot Swim - Level I at McGuane,2025-04-15 11:00:00,41.8411442,-87.6485994,60608.0
1826,Back & Balance at Lincoln,2025-04-15 10:00:00,41.9196663,-87.63585178,60610.0
1827,Adult/Child Music & Movement at McFetridge,2025-04-15 09:00:00,41.9517076,-87.6970874,60618.0
1828,T-Ball at Strohacker,2025-04-15 17:00:00,41.7939861,-87.7319612,60632.0
1829,Pickleball - Open at Sauganash,2025-04-15 13:30:00,41.9882037,-87.7372685,60646.0
1830,Ice Skating - Freestyle Ice (Main Rink) at McFetridge,2025-04-15 14:45:00,41.9517076,-87.6970874,60618.0
1831,Boxing Show at Loyola,2025-04-15 19:00:00,42.0108499,-87.6616126,60626.0
1832,Basketball - Open at Addams,2025-04-15 07:00:00,41.8623915,-87.6615673,60608.0
1833,Restorative Yoga at Park No. 571,2025-04-15 10:00:00,41.8437361,-87.6628082,60608.0
1834,Ice Skating - Alpha at McFetridge,2025-04-15 18:10:00,41.9517076,-87.6970874,60618.0
1835,Special Olympics Swim Team at Mt. Greenwood,2025-04-15 19:00:00,41.6910646,-87.7137371,60655.0
1836,Girls USAG Pre Team Gymnastics at Peterson Gymnastics,2025-04-15 15:45:00,41.9861619,-87.7267919,60611.0
1837,Boys Gymnastics Lev. 1 at Broadway Gymnastics,2025-04-15 15:30:00,41.9892661,-87.6597274,60660.0
1838,Arts & Crafts at LeClaire-Hearst,2025-04-15 12:00:00,41.8133062,-87.7513488,60638.0
1839,Soccer - Level 1 at Addams,2025-04-15 17:00:00,41.8623915,-87.6615673,60608.0
1840,Basketball - Open at Addams,2025-04-15 07:00:00,41.8623915,-87.6615673,60608.0
1841,Learn to Swim at Harris,2025-04-15 08:00:00,41.7819343,-87.604879,60637.0
1842,Egg Hunt at Shedd,2025-04-15 10:00:00,41.8500587,-87.7170015,60623.0
1843,Parent & Tot Sports at Warren,2025-04-15 09:00:00,42.0021787,-87.6890062,60645.0
1844,Teen Club at Fuller,2025-04-15 17:00:00,41.8122536,-87.6346084,60609.0
1845,Girls Gymnastics Lev. 1 at Peterson Gymnastics,2025-04-15 17:15:00,41.9861619,-87.7267919,60611.0
1846,Senior Citizens Club at Tuley,2025-04-15 10:00:00,41.7301281,-87.6112026,60619.0
1847,Girls Gymnastics Lev. 1 at Calumet Gym,2025-04-15 16:30:00,41.7178298,-87.5306436,60617.0
1848,Volleyball League at Warren,2025-04-15 16:00:00,42.0021787,-87.6890062,60645.0
1849,Conditioning at Altgeld,2025-04-15 19:00:00,41.8747403,-87.6934362,60612.0
1850,Family Arts and Crafts at Wilson (Frank J.),2025-04-15 09:00:00,41.96451,-87.7586122,60630.0
1851,Pickleball - Open at McFetridge,2025-04-15 17:00:00,41.9517076,-87.6970874,60618.0
1852,Park Kids - Spring at Dvorak,2025-04-15 14:30:00,41.855021,-87.6539074,60608.0
1853,Volleyball at Dooley Playground,2025-04-15 16:30:00,41.7528493,-87.7183287,60652.0
1854,Track & Field (ASMG) - Open at Gately,2025-04-15 17:30:00,41.70851588,-87.60317802,60628.0
1855,Track & Field (ASMG) - Open at Gately,2025-04-15 17:30:00,41.70851588,-87.60317802,60628.0
1856,Seasonal Sports at Portage,2025-04-15 13:30:00,41.955369,-87.7635893,60641.0
1857,Park Kids - Fall Winter Spring at Fosco,2025-04-15 15:00:00,41.8649039,-87.6577277,60608.0
1858,Floor Hockey at Brooks,2025-04-15 16:00:00,42.0098764,-87.8072766,60631.0
1859,Parent & Tot Sports at Eugene Field,2025-04-15 10:30:00,41.97400868,-87.72234321,60625.0
1860,Art & ABCs at McGuane,2025-04-15 10:00:00,41.8411442,-87.6485994,60608.0
1861,Spring Flower Show Th-Su at Garfield Conservatory,2025-04-15 10:00:00,41.88624339,-87.71706739,60624.0
1862,Line Dance at Columbus,2025-04-15 08:30:00,41.8737893,-87.7649613,60644.0
1863,Go Girl Go at Hale,2025-04-15 15:30:00,41.7798885,-87.7784666,60638.0
1864,Basketball Skills at Ken-Well,2025-04-15 16:00:00,41.9348847,-87.7336717,60641.0
1865,Tennis - JD Super Excellence at McFetridge,2025-04-15 12:00:00,41.9517076,-87.6970874,60618.0
1866,Cardio Conditioning at Dvorak,2025-04-15 10:30:00,41.855021,-87.6539074,60608.0
1867,Drawing & Painting at McKinley,2025-04-15 12:30:00,41.8237382,-87.6824446,60609.0
1868,Tap & Ballet at Schreiber,2025-04-15 15:15:00,41.9990021,-87.669297,60626.0
1869,3D Printing at Eugene Field,2025-04-15 16:30:00,41.97400868,-87.72234321,60625.0
1870,Egg Hunt at Jefferson,2025-04-15 09:00:00,41.9686194,-87.7629182,60630.0
1871,Harvest Garden at Valley Forge,2025-04-15 15:30:00,41.7844653,-87.7961988,60638.0
1872,Game Room at Trumbull,2025-04-15 15:00:00,41.7056963,-87.5644536,60617.0
1873,Aquatic Exercise II - Low impact at La Follette,2025-04-15 11:00:00,41.9053144,-87.7552631,60651.0
1874,Girls Gymnastics Lev. 1 at Broadway Gymnastics,2025-04-15 16:00:00,41.9892661,-87.6597274,60660.0
1875,Girls Gymnastics Lev. 1 at Garfield Gymnastics,2025-04-15 16:15:00,41.88290678,-87.71596961,60624.0
1876,Volleyball at Altgeld,2025-04-15 18:00:00,41.8747403,-87.6934362,60612.0
1877,Girls Tap & Ballet at Sauganash,2025-04-15 15:30:00,41.9882037,-87.7372685,60646.0
1878,Boys USAG Team Gymnastics Lev. 5+ at Peterson Gymnastics,2025-04-15 17:30:00,41.9861619,-87.7267919,60611.0
1879,Harvest Garden at Anderson,2025-04-15 16:00:00,41.82680324,-87.62046218,60653.0
1880,Arts & Crafts at Strohacker,2025-04-15 16:00:00,41.7939861,-87.7319612,60632.0
1881,Tennis - Round Robin at McFetridge,2025-04-15 08:00:00,41.9517076,-87.6970874,60618.0
1882,Table Tennis at Maplewood,2025-04-15 16:30:00,41.911554,-87.6912396,60647.0
1883,Music and Movement at Pasteur,2025-04-15 12:30:00,41.7871479,-87.7324652,60629.0
1884,Ice Hockey Camp - River Dogs at McFetridge,2025-04-15 11:30:00,41.9517076,-87.6970874,60618.0
1885,Teen Swim at Rosenblum,2025-04-15 16:00:00,41.7579221,-87.5788199,60649.0
1886,Trash to Treasure at Foster,2025-04-15 13:30:00,41.7417044,-87.6600082,60620.0
1887,Leisure Education (Special Rec) at Douglass,2025-04-15 12:30:00,41.8632347,-87.7020481,60623.0
1888,Cardio Tennis Partnership at Kilbourn,2025-04-15 18:00:00,41.9440726,-87.7389875,60641.0
1889,Archery at Pulaski,2025-04-15 19:30:00,41.9067683,-87.6633132,60642.0
1890,Chair Exercise at Margate,2025-04-15 13:00:00,41.972088,-87.6497743,60640.0
1891,Earth Day Park Clean Up at Seward,2025-04-15 09:00:00,41.9028389,-87.6374186,60610.0
1892,Volleyball League at Vittum,2025-04-15 17:45:00,41.8023503,-87.7482424,60638.0
1893,Ice Skating - Freestyle Ice (Studio Rink) at McFetridge,2025-04-15 06:00:00,41.9517076,-87.6970874,60618.0
1894,Switch on Summer & Night Out Kick-Off at Buckingham Fountain,2025-04-15 11:30:00,41.87383827,-87.61918914,60601.0
1895,Soccer at Strohacker,2025-04-15 17:00:00,41.7939861,-87.7319612,60632.0
1896,Woodcraft at Mann,2025-04-15 15:15:00,41.659128,-87.5490374,60633.0
1897,Kiddie College at Lake Shore,2025-04-15 10:00:00,41.8972899,-87.6198355,60611.0
1898,Aquatic Exercise II - Low Impact at Eckhart,2025-04-15 11:15:00,41.8966275,-87.6614189,60642.0
1899,Pickleball - Open at Brooks,2025-04-15 11:00:00,42.0098764,-87.8072766,60631.0
1900,Play School at McGuane,2025-04-15 12:30:00,41.8411442,-87.6485994,60608.0
1901,Kiddie College at Schreiber,2025-04-15 12:30:00,41.9990021,-87.669297,60626.0
1902,Bowling (Special Rec) at Mt. Greenwood,2025-04-15 15:30:00,41.6910646,-87.7137371,60655.0
1903,Ice Skating - Freestyle Ice (Main Rink) at McFetridge,2025-04-15 13:45:00,41.9517076,-87.6970874,60618.0
1904,Pickleball - Open at Rosedale,2025-04-15 11:00:00,41.9885028,-87.7858067,60646.0
1905,Park Kids - Fall Winter Spring at Cooper,2025-04-15 15:00:00,41.6892536,-87.6556673,60643.0
1906,Gymnastics Summer Camp at Morgan Park SC,2025-04-15 09:30:00,41.6836435,-87.6804633,60647.0
1907,Senior Citizens Club at Cornell Square,2025-04-15 11:30:00,41.80239863,-87.6710701,60609.0
1908,Volleyball at Vittum,2025-04-15 13:30:00,41.8023503,-87.7482424,60638.0
1909,Boxing (ASMG) at Gately,2025-04-15 17:00:00,41.70851588,-87.60317802,60628.0
1910,Football Camp at Fosco,2025-04-15 16:00:00,41.8649039,-87.6577277,60608.0
1911,Kiddie College at Brooks,2025-04-15 10:30:00,42.0098764,-87.8072766,60631.0
1912,Gym Monkeys at Park No. 596,2025-04-15 14:45:00,41.805526,-87.685282,60609.0
1913,Drop-in at Euclid,2025-04-15 16:00:00,41.716072,-87.63741185,60628.0
1914,Pickleball - Open at Rogers,2025-04-15 10:30:00,42.0154771,-87.696399,60645.0
1915,Storytime & Crafts at Jefferson,2025-04-15 09:00:00,41.9686194,-87.7629182,60630.0
1916,Stick & Puck at Morgan Park SC,2025-04-15 14:10:00,41.6836435,-87.6804633,60647.0
1917,Turf Field - Open at Addams,2025-04-15 07:00:00,41.8623915,-87.6615673,60608.0
1918,Dino Diggers at Brands,2025-04-15 12:30:00,41.94118559,-87.69922256,60618.0
1919,"Moms, Pops & Tots Interaction at Welles",2025-04-15 10:00:00,41.9628085,-87.6863871,60625.0
1920,Kickball at Maplewood,2025-04-15 15:30:00,41.911554,-87.6912396,60647.0
1921,Seasonal Sports Club at Veteran's Memorial,2025-04-15 16:30:00,41.7176475,-87.5558444,60617.0
1922,Basketball 100 at Addams,2025-04-15 16:00:00,41.8623915,-87.6615673,60608.0
1923,Basketball at Rainey,2025-04-15 18:00:00,41.7502378,-87.7294483,60652.0
1924,Basketball - Open at Winnemac,2025-04-15 19:00:00,41.9741114,-87.6842581,60625.0
1925,Track & Field (ASMG) - Open at Gately,2025-04-15 20:00:00,41.70851588,-87.60317802,60628.0
1926,Tiny Tot Swim - Level II at Hayes,2025-04-15 11:30:00,41.7389695,-87.697015,60652.0
1927,USAG Girls Team Gymnastics Lev. 3 at Morgan Park SC,2025-04-15 17:00:00,41.6836435,-87.6804633,60647.0
1928,Ice Skating - Freestyle Ice (Main Rink) at McFetridge,2025-04-15 06:40:00,41.9517076,-87.6970874,60618.0
1929,Track & Field at Margate,2025-04-15 16:00:00,41.972088,-87.6497743,60640.0
1930,Nat'l Tennis Month: Cardio Tennis Pop Up at Gompers,2025-04-15 08:00:00,41.975816,-87.734386,60630.0
1931,Little Naturalists at NPV,2025-04-15 09:30:00,41.98801757,-87.72430658,60646.0
1932,Boot Camp at Chicago Women's,2025-04-15 07:00:00,41.85770585,-87.62200394,60616.0
1933,Pickleball at Welles,2025-04-15 15:45:00,41.9628085,-87.6863871,60625.0
1934,Park Kids - Fall Winter Spring at Park No. 596,2025-04-15 15:00:00,41.805526,-87.685282,60609.0
1935,Special Olympics Beginner Swimming at Mt. Greenwood,2025-04-15 18:00:00,41.6910646,-87.7137371,60655.0
1936,Soccer - Level 1 at Addams,2025-04-15 10:00:00,41.8623915,-87.6615673,60608.0
1937,Park Kids - Fall Winter Spring at Euclid,2025-04-15 15:00:00,41.716072,-87.63741185,60628.0
1938,Tennis Lessons: Orange Ball 2 at McFetridge,2025-04-15 16:00:00,41.9517076,-87.6970874,60618.0
1939,Fun and Games at Lawler,2025-04-15 10:30:00,41.7767986,-87.7510228,60638.0
1940,T-Ball at West Lawn,2025-04-15 18:00:00,41.77446026,-87.72885025,60629.0
1941,Learn to Swim at West Pullman,2025-04-15 18:45:00,41.6700406,-87.6320972,60628.0
1942,Toned by TRX at Park No. 571,2025-04-15 08:30:00,41.8437361,-87.6628082,60608.0
1943,Pickleball - Open at McFetridge,2025-04-15 14:00:00,41.9517076,-87.6970874,60618.0
1944,Soccer Skills at White (Willye B.),2025-04-15 16:45:00,42.019542,-87.6712905,60626.0
1945,Basketball - Open at Addams,2025-04-15 07:00:00,41.8623915,-87.6615673,60608.0
1946,Strength & Conditioning at Ogden,2025-04-15 15:30:00,41.7750512,-87.6553561,60636.0
1947,Basketball - Open at Hamilton,2025-04-15 12:00:00,41.7628279,-87.6376924,60621.0
1948,Rowing Partnership at Park No. 571,2025-04-15 16:00:00,41.8437361,-87.6628082,60608.0
1949,Parent & Tot Gymnastics at West Lawn,2025-04-15 14:00:00,41.77446026,-87.72885025,60629.0
1950,Walking Club at Kenwood,2025-04-15 10:00:00,41.8060185,-87.5936417,60615.0
1951,Ice Skating - Freestyle Ice (Studio Rink) at McFetridge,2025-04-15 07:00:00,41.9517076,-87.6970874,60618.0
1952,Dance - Ballet - Youth 1 at McFetridge,2025-04-15 16:00:00,41.9517076,-87.6970874,60618.0
1953,Soccer at Seward,2025-04-15 15:00:00,41.9028389,-87.6374186,60610.0
1954,Volleyball - Open at Brainerd,2025-04-15 17:30:00,41.7270772,-87.654913,60620.0
