Date,Temp_Avg,Temp_Min,Temp_Max,Precipitation,Snowfall,Wind_Direction,Wind_Speed,Pressure
2021-08-12,-2.1,-3.8,1.7,0.0,0.0,288.0,10.8,1015.7
2021-09-12,1.3,-2.1,7.8,0.0,0.0,171.0,14.0,1009.4
2021-10-12,5.6,2.2,15.6,21.3,0.0,51.0,14.8,1006.3
2021-11-12,7.4,0.0,14.4,0.0,0.0,250.0,26.3,1002.9
2021-12-12,3.3,0.0,8.9,0.0,0.0,214.0,23.0,1018.8
2021-12-13,5.8,0.6,9.4,0.0,0.0,248.0,12.2,1022.3
2021-12-14,4.8,0.0,12.2,0.8,0.0,139.0,13.0,1025.0
2021-12-15,13.4,10.0,18.9,0.0,0.0,191.0,30.6,1010.7
2021-12-16,10.8,0.0,18.9,0.0,0.0,243.0,31.0,1009.8
2021-12-17,0.5,-3.2,4.4,0.0,0.0,21.0,13.3,1022.8
2021-12-18,2.9,-0.5,4.4,1.5,0.0,7.0,16.2,1019.4
2021-12-19,0.2,-2.1,2.8,0.0,0.0,246.0,11.9,1026.4
2021-12-20,1.2,-1.0,5.6,0.0,0.0,234.0,17.6,1020.6
2021-12-21,0.2,-4.9,4.4,0.0,0.0,293.0,18.7,1012.4
2021-12-22,-3.1,-7.1,-0.5,0.0,0.0,260.0,13.0,1017.1
2021-12-23,1.2,-2.7,7.8,0.0,0.0,188.0,12.6,1010.6
2021-12-24,5.9,1.1,13.9,0.0,0.0,182.0,14.4,1001.5
2021-12-25,9.5,-0.5,12.8,0.8,0.0,11.0,14.8,1005.7
2021-12-26,1.6,-3.2,6.1,9.4,0.0,51.0,13.7,1016.8
2021-12-27,4.4,0.0,7.8,8.1,0.0,242.0,16.9,1006.1
2021-12-28,0.9,-1.0,2.8,9.7,0.0,93.0,10.1,1007.5
2021-12-29,1.5,-2.1,2.2,0.3,30.0,313.0,13.0,1012.2
2021-12-30,-0.3,-1.6,2.8,0.0,0.0,352.0,8.3,1011.6
2021-12-31,2.6,0.6,6.1,0.0,0.0,50.0,13.3,1006.9
2022-01-01,2.0,-4.3,3.3,5.8,0.0,15.0,31.7,1010.0
2022-02-01,-4.6,-10.5,-2.1,1.0,100.0,333.0,15.5,1021.2
2022-03-01,-9.2,-12.7,-5.5,0.0,100.0,233.0,13.7,1027.3
2022-04-01,-3.6,-5.5,1.7,0.0,80.0,191.0,20.9,1014.0
2022-05-01,-4.6,-11.0,1.1,0.0,80.0,250.0,30.6,1006.4
2022-06-01,-11.7,-15.5,-9.3,0.0,80.0,267.0,19.1,1019.0
2022-07-01,-14.4,-18.2,-9.3,0.0,80.0,245.0,12.2,1026.8
2022-08-01,-8.0,-10.5,1.1,1.3,80.0,182.0,18.4,1020.5
2022-09-01,-2.4,-12.7,1.1,0.0,50.0,286.0,19.4,1026.2
2022-10-01,-10.6,-14.9,-8.8,0.0,50.0,292.0,14.4,1034.3
2022-11-01,-10.5,-15.5,2.2,0.0,50.0,203.0,21.6,1026.3
2022-12-01,2.3,-0.5,5.0,0.0,50.0,245.0,9.7,1015.2
2022-01-13,1.9,-1.6,4.4,0.0,30.0,10.0,9.4,1014.1
2022-01-14,0.8,-3.2,2.2,0.3,0.0,39.0,26.3,1021.7
2022-01-15,-4.0,-8.8,-3.2,0.5,0.0,52.0,20.9,1027.6
2022-01-16,-6.9,-11.0,-1.6,0.3,0.0,268.0,7.6,1014.7
2022-01-17,-3.8,-5.5,-2.1,0.0,0.0,296.0,18.0,1010.3
2022-01-18,-2.0,-6.6,6.7,0.0,0.0,205.0,21.2,1010.8
2022-01-19,-1.1,-12.1,4.4,0.0,0.0,296.0,20.5,1018.5
2022-01-20,-10.9,-14.3,-7.1,0.0,0.0,344.0,15.5,1035.2
2022-01-21,-10.0,-14.3,-3.8,0.0,0.0,227.0,10.4,1034.1
2022-01-22,-5.0,-7.1,0.6,0.5,0.0,244.0,22.3,1022.2
2022-01-23,-7.1,-13.8,-6.0,6.1,100.0,328.0,15.5,1014.5
2022-01-24,-8.6,-12.1,-3.2,3.6,100.0,263.0,15.5,1008.5
2022-01-25,-12.4,-17.7,-11.0,0.0,130.0,296.0,15.8,1025.4
2022-01-26,-16.6,-21.0,-9.3,0.0,130.0,237.0,14.0,1030.6
2022-01-27,-6.4,-9.9,0.0,0.0,100.0,241.0,19.8,1020.7
2022-01-28,-5.8,-11.6,-3.2,2.0,130.0,333.0,14.8,1026.4
2022-01-29,-10.1,-13.8,-5.5,0.0,150.0,213.0,12.2,1020.8
2022-01-30,-6.3,-11.6,-0.5,0.0,100.0,332.0,9.7,1014.9
2022-01-31,-1.9,-3.8,0.6,0.0,100.0,159.0,13.3,1019.0
2022-01-02,2.8,0.0,7.8,2.3,100.0,216.0,17.6,1013.7
2022-02-02,-3.4,-8.8,0.6,7.6,50.0,351.0,24.8,1024.4
2022-03-02,-7.8,-8.8,-4.3,0.0,150.0,2.0,28.1,1030.4
2022-04-02,-7.4,-12.1,-4.3,0.3,130.0,290.0,14.0,1027.7
2022-05-02,-10.8,-15.5,-6.6,0.0,130.0,230.0,18.4,1028.9
2022-06-02,-5.4,-7.7,0.6,0.0,130.0,211.0,20.5,1020.7
2022-07-02,-3.7,-7.7,-0.5,0.0,100.0,265.0,14.0,1021.7
2022-08-02,-4.4,-7.1,3.3,0.0,80.0,189.0,16.9,1013.6
2022-09-02,2.4,0.0,5.0,0.0,50.0,248.0,19.8,1006.4
2022-10-02,-0.1,-2.7,1.7,0.3,30.0,261.0,21.2,1011.2
2022-11-02,2.4,-2.1,6.7,2.0,0.0,249.0,24.1,1003.0
2022-12-02,-5.8,-10.5,-2.1,0.0,0.0,313.0,18.0,1025.5
2022-02-13,-9.2,-11.0,-6.6,0.0,0.0,304.0,11.5,1026.1
2022-02-14,-8.4,-9.9,-3.2,0.0,0.0,217.0,10.1,1026.4
2022-02-15,-2.2,-5.5,7.2,0.0,0.0,144.0,16.9,1025.7
2022-02-16,7.6,5.0,12.8,21.1,0.0,207.0,25.6,1009.8
2022-02-17,1.8,-8.8,5.0,5.6,0.0,356.0,31.0,1014.5
2022-02-18,-8.3,-13.8,-0.5,0.0,50.0,242.0,23.8,1018.2
2022-02-19,-7.1,-12.7,-3.8,0.0,50.0,266.0,22.7,1026.6
2022-02-20,-1.4,-8.2,8.3,0.0,30.0,208.0,27.7,1014.0
2022-02-21,4.2,0.0,8.9,0.0,0.0,34.0,12.6,1013.4
2022-02-22,3.4,-4.9,6.7,22.1,0.0,359.0,19.4,1009.9
2022-02-23,-5.9,-9.3,-4.9,0.0,0.0,341.0,18.4,1031.0
2022-02-24,-4.6,-6.0,-2.7,2.8,0.0,54.0,18.7,1027.0
2022-02-25,-3.7,-7.7,-0.5,1.8,80.0,315.0,11.9,1028.9
2022-02-26,-6.2,-10.5,-0.5,0.0,30.0,235.0,16.9,1031.1
2022-02-27,0.2,-3.2,6.1,0.0,0.0,280.0,13.0,1023.4
2022-02-28,2.6,-2.7,11.7,0.0,0.0,196.0,16.9,1018.4
2022-01-03,6.9,2.2,12.2,0.0,0.0,345.0,11.9,1015.2
2022-02-03,5.2,0.6,14.4,0.0,0.0,109.0,15.5,1018.0
2022-03-03,1.1,-2.1,2.2,0.0,0.0,50.0,19.1,1028.9
2022-04-03,0.6,-2.1,5.0,0.0,0.0,95.0,14.0,1027.8
2022-05-03,9.2,3.9,20.6,3.0,0.0,174.0,23.0,1010.8
2022-06-03,8.6,1.7,15.0,0.5,0.0,267.0,25.2,1012.7
2022-07-03,1.3,-1.0,2.2,8.9,30.0,323.0,19.4,1015.5
2022-08-03,0.1,-2.7,3.9,0.0,30.0,237.0,11.5,1021.2
2022-09-03,1.3,-2.7,5.0,0.0,0.0,265.0,15.5,1017.1
2022-10-03,-2.3,-5.5,-0.5,0.5,0.0,1.0,10.1,1023.0
2022-11-03,-4.3,-8.8,-0.5,0.3,30.0,283.0,19.4,1018.5
2022-12-03,-8.1,-11.6,-4.9,0.0,0.0,283.0,21.2,1021.4
2022-03-13,-0.3,-6.0,10.6,0.0,0.0,226.0,18.7,1014.7
2022-03-14,9.1,2.8,17.2,0.0,0.0,220.0,15.8,1019.0
2022-03-15,6.2,2.2,12.2,0.0,0.0,50.0,10.1,1021.4
2022-03-16,9.7,2.2,21.1,0.0,0.0,211.0,12.6,1014.6
2022-03-17,14.6,8.3,22.8,0.0,0.0,198.0,12.2,1011.4
2022-03-18,7.0,4.4,8.3,16.3,0.0,35.0,27.7,1009.5
2022-03-19,4.3,2.8,6.1,1.5,0.0,330.0,15.5,1008.2
2022-03-20,7.4,1.1,17.2,0.0,0.0,241.0,10.4,1019.0
2022-03-21,13.3,5.6,23.3,0.0,0.0,200.0,13.7,1017.7
2022-03-22,12.1,7.2,13.3,5.6,0.0,89.0,19.1,1011.2
2022-03-23,11.0,7.8,14.4,9.4,0.0,183.0,13.7,998.2
2022-03-24,7.3,3.9,7.8,6.4,0.0,246.0,12.6,1004.4
2022-03-25,5.2,1.7,8.3,0.3,0.0,276.0,24.1,1006.2
2022-03-26,0.7,-3.2,1.7,0.0,0.0,310.0,23.4,1011.4
2022-03-27,-1.7,-5.5,2.2,0.0,0.0,325.0,14.4,1021.4
2022-03-28,-1.9,-5.5,1.7,0.0,0.0,30.0,14.8,1025.7
2022-03-29,0.8,-1.6,6.7,0.0,0.0,110.0,24.1,1019.9
2022-03-30,10.0,6.7,15.6,28.7,0.0,175.0,18.7,996.4
2022-03-31,6.7,0.6,8.9,12.4,0.0,290.0,16.2,996.2
2022-01-04,2.6,-0.5,7.8,0.0,0.0,318.0,14.4,1015.9
2022-02-04,2.4,0.6,5.6,8.6,0.0,189.0,12.2,1015.8
2022-03-04,4.4,0.6,10.0,4.3,0.0,41.0,8.3,1016.7
2022-04-04,6.7,4.4,11.1,2.3,0.0,225.0,15.1,1010.8
2022-05-04,7.5,3.3,11.7,1.3,0.0,92.0,15.1,1006.7
2022-06-04,10.7,6.1,13.3,19.3,0.0,228.0,24.8,999.2
2022-07-04,6.1,3.3,6.7,1.5,0.0,236.0,23.0,1000.3
2022-08-04,3.7,0.6,5.0,8.1,0.0,309.0,13.7,1004.2
2022-09-04,3.8,0.0,12.2,0.0,0.0,325.0,9.4,1010.4
2022-10-04,7.3,0.0,17.8,0.0,0.0,154.0,13.0,1010.0
2022-11-04,13.8,7.2,16.7,0.0,0.0,242.0,14.8,1008.0
2022-12-04,12.8,4.4,20.6,0.0,0.0,137.0,20.2,1011.5
2022-04-13,19.1,3.9,22.2,6.6,0.0,212.0,22.7,1000.3
2022-04-14,6.6,1.7,10.6,0.0,0.0,243.0,29.2,1009.7
2022-04-15,7.6,4.4,11.7,0.3,0.0,251.0,22.0,1012.9
2022-04-16,4.9,0.0,9.4,0.0,0.0,312.0,15.1,1019.5
2022-04-17,2.7,-1.6,6.1,0.5,0.0,36.0,14.4,1025.2
2022-04-18,2.5,0.6,5.0,3.8,0.0,306.0,15.5,1019.1
2022-04-19,4.6,2.2,10.6,0.0,0.0,293.0,15.1,1021.4
2022-04-20,7.4,5.0,11.1,6.1,0.0,150.0,22.3,1018.9
2022-04-21,12.9,10.0,20.0,1.3,0.0,256.0,16.6,1019.8
2022-04-22,11.2,7.8,11.7,20.3,0.0,64.0,15.5,1025.3
2022-04-23,17.3,10.6,28.9,0.0,0.0,172.0,25.2,1012.2
2022-04-24,21.3,12.2,22.8,10.4,0.0,216.0,25.6,1008.6
2022-04-25,11.8,5.0,12.2,0.0,0.0,262.0,19.8,1016.9
2022-04-26,5.9,1.1,10.6,0.0,0.0,285.0,19.1,1024.6
2022-04-27,3.4,0.6,5.0,0.0,0.0,34.0,17.6,1027.2
2022-04-28,5.6,3.3,10.0,0.0,0.0,90.0,16.6,1023.3
2022-04-29,11.9,8.3,18.9,1.0,0.0,107.0,21.6,1017.8
2022-04-30,14.2,10.6,20.6,39.1,0.0,129.0,22.7,1008.4
2022-01-05,12.6,9.4,13.3,0.0,0.0,229.0,21.6,1008.2
2022-02-05,9.9,8.9,12.2,0.0,0.0,247.0,12.6,1016.3
2022-03-05,9.0,6.7,10.0,33.3,0.0,34.0,28.8,1012.0
2022-04-05,7.8,3.9,13.3,0.0,0.0,34.0,16.6,1022.1
2022-05-05,8.9,5.6,11.7,8.1,0.0,43.0,12.2,1018.0
2022-06-05,9.3,8.3,11.7,7.4,0.0,38.0,25.6,1009.1
2022-07-05,12.1,6.1,17.8,0.0,0.0,37.0,16.6,1014.4
2022-08-05,12.3,6.1,18.3,0.0,0.0,125.0,15.8,1014.3
2022-09-05,18.8,13.3,28.3,0.0,0.0,153.0,27.4,1011.5
2022-10-05,25.1,20.6,31.7,0.0,0.0,182.0,17.6,1015.4
2022-11-05,28.2,23.3,32.2,0.0,0.0,151.0,11.9,1018.4
2022-12-05,27.5,23.3,32.8,0.0,0.0,163.0,18.4,1016.6
2022-05-13,26.7,20.0,31.7,0.0,0.0,186.0,14.0,1013.2
2022-05-14,25.2,19.4,30.0,0.0,0.0,32.0,9.4,1012.1
2022-05-15,21.6,14.4,24.4,0.0,0.0,259.0,11.5,1011.8
2022-05-16,18.4,12.2,25.6,0.0,0.0,284.0,17.3,1010.5
2022-05-17,16.1,10.6,20.0,0.0,0.0,65.0,13.7,1016.3
2022-05-18,12.9,11.1,15.6,7.4,0.0,52.0,11.5,1010.1
2022-05-19,18.8,11.7,30.0,0.5,0.0,196.0,17.3,1002.3
2022-05-20,23.9,14.4,30.0,11.7,0.0,218.0,20.5,998.4
2022-05-21,15.9,12.2,16.7,10.7,0.0,281.0,7.9,1014.6
2022-05-22,14.2,10.0,17.2,0.0,0.0,316.0,15.5,1024.0
2022-05-23,12.3,7.2,16.1,0.0,0.0,48.0,16.9,1026.8
2022-05-24,13.7,9.4,18.9,0.0,0.0,67.0,20.5,1022.3
2022-05-25,16.5,12.2,26.1,5.6,0.0,124.0,15.5,1012.0
2022-05-26,22.3,17.8,25.0,0.0,0.0,186.0,14.4,1006.9
2022-05-27,15.7,10.6,17.8,3.6,0.0,11.0,17.3,1009.2
2022-05-28,16.1,9.4,23.3,0.0,0.0,215.0,12.2,1012.0
2022-05-29,22.1,17.2,29.4,0.0,0.0,180.0,24.8,1008.8
2022-05-30,25.8,21.1,31.7,0.0,0.0,188.0,27.4,1009.2
2022-05-31,27.0,23.3,30.0,0.0,0.0,216.0,22.7,1011.0
2022-01-06,22.7,15.0,23.3,4.6,0.0,12.0,10.8,1013.5
2022-02-06,19.0,14.4,25.0,0.3,0.0,326.0,11.2,1012.4
2022-03-06,21.0,14.4,27.2,0.0,0.0,274.0,15.5,1012.6
2022-04-06,18.1,12.2,21.7,0.0,0.0,29.0,9.4,1015.0
2022-05-06,18.8,14.4,25.0,0.3,0.0,75.0,11.5,1010.2
2022-06-06,20.3,13.9,24.4,6.6,0.0,225.0,11.9,1005.7
2022-07-06,16.6,13.3,22.2,1.8,0.0,54.0,13.7,1011.6
2022-08-06,16.6,13.3,20.6,17.0,0.0,62.0,13.3,1011.4
2022-09-06,17.0,11.7,25.6,0.0,0.0,312.0,10.8,1013.7
2022-10-06,19.4,14.4,25.6,0.5,0.0,229.0,10.8,1012.4
2022-11-06,18.5,15.0,22.8,0.0,0.0,222.0,10.1,1009.4
2022-12-06,19.2,14.4,21.1,0.0,0.0,35.0,13.7,1010.2
2022-06-13,20.9,13.9,31.7,22.4,0.0,81.0,13.0,1009.8
2022-06-14,27.1,18.3,36.7,0.0,0.0,216.0,15.5,1009.1
2022-06-15,31.5,24.4,35.6,6.4,0.0,213.0,22.7,1009.9
2022-06-16,29.2,22.2,34.4,1.3,0.0,248.0,18.7,1012.2
2022-06-17,26.0,17.8,28.9,0.0,0.0,328.0,16.9,1015.8
2022-06-18,19.8,12.8,22.2,0.0,0.0,28.0,16.2,1023.4
2022-06-19,19.1,11.1,29.4,0.0,0.0,191.0,9.4,1022.3
2022-06-20,25.9,17.8,35.0,0.0,0.0,217.0,15.5,1018.3
2022-06-21,29.7,22.8,37.2,0.0,0.0,231.0,20.5,1015.8
2022-06-22,29.3,22.2,31.7,0.0,0.0,318.0,14.8,1016.4
2022-06-23,25.0,18.3,29.4,0.0,0.0,84.0,10.8,1016.7
2022-06-24,25.6,18.3,33.3,0.0,0.0,170.0,9.4,1015.8
2022-06-25,23.6,19.4,25.0,6.1,0.0,184.0,11.9,1014.2
2022-06-26,23.9,18.3,26.7,0.0,0.0,292.0,17.6,1016.7
2022-06-27,21.3,15.6,26.7,0.0,0.0,306.0,13.0,1022.5
2022-06-28,22.1,16.1,30.0,0.0,0.0,219.0,12.6,1021.4
2022-06-29,24.9,18.9,31.1,0.5,0.0,178.0,12.2,1020.0
2022-06-30,27.3,22.8,33.3,0.0,0.0,216.0,21.6,1015.9
2022-01-07,25.8,19.4,27.8,0.0,0.0,52.0,10.8,1013.6
2022-02-07,23.7,18.3,30.6,0.0,0.0,27.0,10.4,1016.7
2022-03-07,25.9,20.0,31.1,0.0,0.0,68.0,10.1,1019.0
2022-04-07,25.6,20.6,30.6,17.5,0.0,173.0,16.2,1015.7
2022-05-07,27.4,20.6,34.4,13.2,0.0,300.0,15.1,1010.9
2022-06-07,23.3,20.0,26.7,8.9,0.0,39.0,16.9,1014.0
2022-07-07,24.1,20.0,30.0,0.0,0.0,80.0,11.2,1015.5
2022-08-07,23.9,19.4,25.0,0.0,0.0,49.0,18.4,1016.1
2022-09-07,21.7,17.2,24.4,0.0,0.0,40.0,18.4,1020.8
2022-10-07,22.3,15.0,30.0,0.0,0.0,282.0,9.0,1017.3
2022-11-07,24.9,21.7,29.4,0.3,0.0,235.0,18.0,1008.4
2022-12-07,25.1,20.0,30.0,0.0,0.0,290.0,17.3,1010.4
2022-07-13,24.1,17.8,26.7,0.0,0.0,331.0,16.9,1014.9
2022-07-14,21.4,16.1,26.7,0.0,0.0,24.0,12.2,1020.1
2022-07-15,20.4,18.9,22.2,20.8,0.0,136.0,8.3,1018.7
2022-07-16,21.4,19.4,23.9,0.0,0.0,43.0,16.9,1014.9
2022-07-17,22.1,20.6,25.0,0.5,0.0,25.0,15.5,1011.2
2022-07-18,24.9,20.0,31.7,0.0,0.0,298.0,9.4,1011.6
2022-07-19,27.0,21.7,32.2,0.0,0.0,217.0,18.0,1009.5
2022-07-20,27.7,24.4,30.6,0.0,0.0,248.0,23.4,1003.1
2022-07-21,26.9,20.6,33.3,0.0,0.0,270.0,17.3,1007.4
2022-07-22,27.1,20.6,32.8,0.0,0.0,249.0,11.9,1012.9
2022-07-23,25.7,20.0,30.0,45.0,0.0,177.0,19.8,1012.5
2022-07-24,26.6,21.7,30.0,8.1,0.0,253.0,18.7,1010.3
2022-07-25,22.8,17.8,24.4,0.0,0.0,51.0,11.2,1016.4
2022-07-26,22.2,17.8,27.8,0.0,0.0,144.0,7.9,1014.8
2022-07-27,23.9,21.1,28.3,0.0,0.0,257.0,13.0,1010.9
2022-07-28,23.8,19.4,26.7,0.0,0.0,273.0,14.8,1012.1
2022-07-29,22.1,16.7,27.2,0.0,0.0,289.0,12.2,1016.5
2022-07-30,23.1,17.2,28.3,0.0,0.0,265.0,6.1,1020.8
2022-07-31,24.4,18.9,29.4,0.0,0.0,212.0,11.2,1016.8
2022-01-08,25.8,22.2,29.4,0.0,0.0,260.0,16.9,1010.3
2022-02-08,25.7,20.0,32.2,0.0,0.0,208.0,13.3,1012.7
2022-03-08,27.4,23.9,32.8,0.0,0.0,217.0,20.2,1009.1
2022-04-08,25.4,20.6,28.3,0.0,0.0,12.0,14.0,1014.6
2022-05-08,24.8,19.4,31.1,0.0,0.0,65.0,10.8,1017.6
2022-06-08,28.2,23.3,35.0,0.0,0.0,210.0,13.0,1016.9
2022-07-08,26.6,23.9,28.3,5.1,0.0,224.0,9.4,1016.4
2022-08-08,24.3,18.3,27.2,6.1,0.0,246.0,18.4,1013.6
2022-09-08,20.4,16.1,25.0,0.0,0.0,23.0,13.7,1018.8
2022-10-08,22.1,15.6,29.4,0.0,0.0,314.0,7.9,1020.1
2022-11-08,23.9,16.1,26.1,0.0,0.0,23.0,20.9,1020.9
2022-12-08,20.4,14.4,25.0,0.0,0.0,28.0,9.4,1022.5
2022-08-13,22.5,19.4,26.1,0.0,0.0,179.0,17.6,1016.9
2022-08-14,22.5,18.9,25.0,0.0,0.0,32.0,17.3,1012.9
2022-08-15,21.6,18.9,26.1,0.0,0.0,31.0,16.9,1017.1
2022-08-16,21.8,16.7,27.2,0.0,0.0,25.0,15.1,1018.9
2022-08-17,21.8,16.7,27.8,0.0,0.0,17.0,10.8,1019.1
2022-08-18,22.4,16.1,28.9,0.0,0.0,281.0,6.5,1015.8
2022-08-19,24.6,20.0,30.0,0.0,0.0,190.0,16.9,1013.3
2022-08-20,22.4,18.3,25.0,15.5,0.0,182.0,11.9,1013.8
2022-08-21,22.6,18.9,26.1,0.3,0.0,8.0,15.1,1014.7
2022-08-22,22.6,17.8,29.4,0.0,0.0,359.0,9.0,1016.5
2022-08-23,22.8,17.8,29.4,0.0,0.0,301.0,7.9,1015.5
2022-08-24,24.3,19.4,29.4,0.0,0.0,259.0,8.3,1017.0
2022-08-25,22.7,18.9,27.2,8.9,0.0,219.0,13.0,1014.9
2022-08-26,22.3,17.2,25.6,0.0,0.0,23.0,13.0,1017.5
2022-08-27,21.1,15.0,28.3,0.0,0.0,95.0,7.9,1016.6
2022-08-28,24.8,20.0,31.7,9.7,0.0,182.0,16.9,1010.5
2022-08-29,24.6,21.1,29.4,6.6,0.0,227.0,15.8,1009.8
2022-08-30,23.2,18.3,26.7,0.0,0.0,274.0,16.9,1013.5
2022-08-31,22.4,16.7,29.4,0.0,0.0,269.0,13.7,1015.8
2022-01-09,25.2,19.4,31.1,0.0,0.0,244.0,10.8,1016.1
2022-02-09,25.7,21.1,30.0,0.0,0.0,196.0,13.0,1016.5
2022-03-09,25.1,20.0,31.1,0.0,0.0,297.0,17.6,1018.4
2022-04-09,21.2,19.4,22.8,0.0,0.0,30.0,21.6,1018.8
2022-05-09,20.1,17.8,21.1,0.0,0.0,29.0,19.4,1018.4
2022-06-09,21.4,17.8,26.7,0.0,0.0,25.0,10.8,1019.5
2022-07-09,21.8,17.2,27.2,0.0,0.0,29.0,9.4,1019.8
2022-08-09,22.4,16.7,28.9,0.0,0.0,189.0,6.8,1014.8
2022-09-09,23.0,16.7,28.9,0.0,0.0,183.0,11.2,1013.1
2022-10-09,23.3,17.2,28.9,0.0,0.0,267.0,7.6,1015.8
2022-11-09,20.6,14.4,21.7,36.8,0.0,351.0,22.3,1012.3
2022-12-09,14.8,12.2,19.4,0.5,0.0,287.0,13.7,1008.2
2022-09-13,18.8,15.6,25.6,0.3,0.0,296.0,11.2,1011.8
2022-09-14,19.8,14.4,26.1,0.0,0.0,27.0,7.9,1019.6
2022-09-15,20.6,15.6,27.2,0.0,0.0,177.0,9.0,1021.7
2022-09-16,22.7,17.2,27.8,0.0,0.0,195.0,11.2,1019.0
2022-09-17,24.2,20.0,29.4,0.0,0.0,198.0,16.9,1015.6
2022-09-18,25.2,19.4,29.4,11.2,0.0,223.0,10.8,1012.8
2022-09-19,22.6,17.2,25.6,0.0,0.0,33.0,10.1,1014.5
2022-09-20,22.1,17.2,30.0,4.1,0.0,169.0,14.0,1012.9
2022-09-21,25.4,15.6,29.4,0.0,0.0,289.0,19.1,1010.8
2022-09-22,15.9,10.0,17.8,0.0,0.0,352.0,18.4,1021.0
2022-09-23,13.2,10.0,17.8,0.0,0.0,187.0,10.8,1022.1
2022-09-24,15.3,11.1,21.7,2.3,0.0,210.0,12.2,1012.0
2022-09-25,16.3,12.8,20.0,0.8,0.0,280.0,17.3,1007.4
2022-09-26,13.7,10.6,17.8,0.0,0.0,298.0,19.1,1011.6
2022-09-27,11.8,7.8,16.1,0.0,0.0,314.0,16.9,1019.3
2022-09-28,11.2,7.2,16.1,0.0,0.0,14.0,15.1,1030.4
2022-09-29,11.5,6.7,17.8,0.0,0.0,45.0,5.8,1031.1
2022-09-30,13.2,8.3,19.4,0.0,0.0,56.0,7.9,1025.1
2022-01-10,14.5,10.0,20.0,0.0,0.0,7.0,15.8,1023.0
2022-02-10,14.7,10.6,18.3,0.0,0.0,34.0,16.2,1026.9
2022-03-10,13.6,7.2,21.1,0.0,0.0,28.0,4.3,1027.4
2022-04-10,14.1,7.2,23.3,0.0,0.0,318.0,3.6,1023.1
2022-05-10,16.2,8.9,24.4,0.0,0.0,241.0,6.1,1018.7
2022-06-10,17.9,10.6,24.4,1.3,0.0,279.0,17.3,1017.1
2022-07-10,10.4,4.4,13.9,0.0,0.0,357.0,17.3,1027.8
2022-08-10,7.9,3.3,14.4,0.0,0.0,245.0,15.5,1026.4
2022-09-10,11.7,5.6,20.6,0.0,0.0,233.0,12.2,1019.8
2022-10-10,14.9,7.8,22.8,0.0,0.0,10.0,5.8,1020.3
2022-11-10,14.3,10.0,20.6,11.9,0.0,183.0,17.6,1016.6
2022-12-10,15.5,9.4,18.3,6.4,0.0,206.0,20.5,1006.3
2022-10-13,9.3,3.3,12.8,0.0,0.0,247.0,18.4,1005.6
2022-10-14,7.7,3.9,15.0,1.0,0.0,225.0,15.1,1004.6
2022-10-15,6.6,1.7,11.7,0.0,0.0,234.0,17.3,1011.9
2022-10-16,8.8,4.4,12.2,0.0,0.0,277.0,15.5,1013.5
2022-10-17,5.1,2.2,6.1,0.0,0.0,306.0,27.4,1012.5
2022-10-18,4.4,1.7,9.4,0.0,0.0,319.0,27.0,1016.2
2022-10-19,5.3,0.6,8.9,0.0,0.0,276.0,18.0,1015.1
2022-10-20,6.1,0.6,16.7,0.0,0.0,227.0,11.9,1008.8
2022-10-21,12.9,6.1,24.4,0.0,0.0,204.0,18.4,1006.7
2022-10-22,19.4,13.3,26.1,0.0,0.0,184.0,21.6,1008.8
2022-10-23,20.8,16.7,26.1,0.0,0.0,175.0,25.9,1011.7
2022-10-24,21.2,17.2,24.4,0.0,0.0,174.0,25.6,1010.3
2022-10-25,17.7,7.8,21.1,18.8,0.0,187.0,16.2,1005.2
2022-10-26,9.0,4.4,12.2,1.0,0.0,329.0,14.4,1013.9
2022-10-27,7.5,2.8,12.2,0.0,0.0,72.0,9.4,1026.8
2022-10-28,10.4,6.7,16.1,0.0,0.0,84.0,6.1,1028.9
2022-10-29,10.4,3.9,19.4,0.0,0.0,52.0,5.0,1025.9
2022-10-30,11.4,7.2,18.3,1.3,0.0,32.0,6.5,1015.7
2022-10-31,12.8,10.0,13.9,0.5,0.0,21.0,7.9,1010.5
2022-01-11,12.9,7.2,20.0,0.0,0.0,229.0,8.3,1019.5
2022-02-11,13.4,6.1,22.2,0.0,0.0,170.0,9.4,1023.2
2022-03-11,16.7,11.1,22.8,0.0,0.0,182.0,20.5,1018.6
2022-04-11,18.1,16.1,22.2,2.5,0.0,186.0,22.0,1010.2
2022-05-11,16.7,7.2,20.6,4.6,0.0,194.0,33.8,1000.9
2022-06-11,10.3,7.2,16.1,0.0,0.0,222.0,18.4,1014.0
2022-07-11,9.2,3.9,12.2,0.0,0.0,349.0,13.0,1032.4
2022-08-11,8.8,6.7,12.2,0.0,0.0,98.0,17.6,1034.3
2022-09-11,12.9,8.3,21.1,0.0,0.0,178.0,16.2,1023.0
2022-10-11,19.6,15.6,24.4,0.0,0.0,193.0,21.2,1013.4
2022-11-11,10.9,0.0,16.1,0.0,0.0,295.0,19.8,1011.4
2022-12-11,1.1,0.0,2.2,0.0,0.0,293.0,16.2,1017.1
2022-11-13,0.7,-2.1,3.3,0.0,0.0,309.0,12.2,1025.7
2022-11-14,0.4,-2.7,5.6,0.0,0.0,140.0,7.9,1027.3
2022-11-15,2.1,0.6,3.3,6.4,30.0,55.0,9.0,1022.0
2022-11-16,1.3,-0.5,2.8,1.0,0.0,276.0,14.4,1019.5
